qnt,batch_index,c1_p,c2_p,c3_p,c4_p,c5_p,c7_p,c1_p_normalized,c2_p_normalized,c3_p_normalized,c4_p_normalized,c5_p_normalized,c7_p_normalized,c1_real,c2_real,c3_real,c4_real,c5_real,c7_real
SMM_cdt,769,0.63,0.89,0.88,1.0,0.87,0.84,0.12,0.17,0.17,0.2,0.17,0.16,0.37,0.1,0.07,0.22,0.15,0.09
HDy_cdt,769,0.65,0.89,0.9,1.0,0.97,0.92,0.12,0.17,0.17,0.19,0.18,0.17,0.37,0.1,0.07,0.22,0.15,0.09
CC2,769,0.38,0.1,0.15,0.05,0.12,0.2,0.38,0.1,0.15,0.05,0.12,0.2,0.37,0.1,0.07,0.22,0.15,0.09
PWK,769,0.38,0.11,0.1,0.16,0.13,0.12,0.38,0.11,0.1,0.16,0.13,0.12,0.37,0.1,0.07,0.22,0.15,0.09
HDx,769,0.27,0.3,0.1,0.06,0.37,0.38,0.27,0.3,0.1,0.06,0.37,0.38,0.37,0.1,0.07,0.22,0.15,0.09
GAC,769,1.0,0.06,0.0,0.64,1.0,0.0,1.0,0.06,0.0,0.64,1.0,0.0,0.37,0.1,0.07,0.22,0.15,0.09
GPAC,769,1.0,0.94,0.0,1.0,1.0,0.0,1.0,0.94,0.0,1.0,1.0,0.0,0.37,0.1,0.07,0.22,0.15,0.09
FM,769,0.28,0.0,0.0,0.72,0.0,0.0,0.28,0.0,0.0,0.72,0.0,0.0,0.37,0.1,0.07,0.22,0.15,0.09
EMQ,769,0.37,0.11,0.13,0.1,0.13,0.16,0.37,0.11,0.13,0.1,0.13,0.16,0.37,0.1,0.07,0.22,0.15,0.09
KDEyHD,769,0.0,0.0,0.0,0.4,0.38,0.22,0.0,0.0,0.0,0.4,0.38,0.22,0.37,0.1,0.07,0.22,0.15,0.09
KDEyCS,769,0.04,0.0,0.0,0.96,0.0,0.0,0.04,0.0,0.0,0.96,0.0,0.0,0.37,0.1,0.07,0.22,0.15,0.09
KDEyML,769,0.0,0.0,0.37,0.3,0.11,0.23,0.0,0.0,0.37,0.3,0.11,0.23,0.37,0.1,0.07,0.22,0.15,0.09
CC,770,0.9,0.45,0.86,0.99,0.97,0.91,0.18,0.09,0.17,0.19,0.19,0.18,0.11,0.59,0.13,0.1,0.03,0.04
PCC,770,0.9,0.45,0.87,0.94,0.87,0.9,0.18,0.09,0.18,0.19,0.18,0.18,0.11,0.59,0.13,0.1,0.03,0.04
ACC,770,0.08,0.5,0.03,0.0,0.0,0.0,0.13,0.82,0.05,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
PACC,770,0.91,0.39,0.89,1.0,0.84,0.99,0.18,0.08,0.18,0.2,0.17,0.2,0.11,0.59,0.13,0.1,0.03,0.04
T50,770,0.0,0.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
MAX,770,0.09,0.52,0.07,0.0,0.0,0.0,0.14,0.76,0.11,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
MS,770,0.08,0.51,0.03,0.0,0.0,0.0,0.13,0.83,0.04,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
MS2,770,0.08,0.51,0.03,0.0,0.0,0.0,0.13,0.83,0.05,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
X,770,0.09,0.52,0.08,0.0,0.0,0.0,0.13,0.76,0.11,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
SMM,770,0.91,0.39,0.89,1.0,0.84,0.99,0.18,0.08,0.18,0.2,0.17,0.2,0.11,0.59,0.13,0.1,0.03,0.04
DyS,770,0.9,0.42,0.89,1.0,0.93,0.96,0.18,0.08,0.17,0.2,0.18,0.19,0.11,0.59,0.13,0.1,0.03,0.04
DySyn,770,0.88,0.44,0.84,1.0,0.99,0.94,0.17,0.09,0.17,0.2,0.19,0.18,0.11,0.59,0.13,0.1,0.03,0.04
HDy,770,0.9,0.45,0.93,1.0,0.96,0.99,0.17,0.09,0.18,0.19,0.18,0.19,0.11,0.59,0.13,0.1,0.03,0.04
ACC_syn,770,0.9,0.45,0.86,0.99,0.97,0.91,0.18,0.09,0.17,0.19,0.19,0.18,0.11,0.59,0.13,0.1,0.03,0.04
PACC_syn,770,0.9,0.45,0.87,0.94,0.87,0.9,0.18,0.09,0.18,0.19,0.18,0.18,0.11,0.59,0.13,0.1,0.03,0.04
X_syn,770,0.83,0.36,0.74,0.6,0.2,0.73,0.24,0.1,0.21,0.17,0.06,0.21,0.11,0.59,0.13,0.1,0.03,0.04
MAX_syn,770,0.83,0.36,0.74,0.6,0.2,0.73,0.24,0.1,0.21,0.17,0.06,0.21,0.11,0.59,0.13,0.1,0.03,0.04
T50_syn,770,0.81,0.0,0.88,1.0,1.0,0.98,0.17,0.0,0.19,0.21,0.21,0.21,0.11,0.59,0.13,0.1,0.03,0.04
MS_syn,770,0.9,0.43,0.86,0.99,0.97,0.9,0.18,0.09,0.17,0.2,0.19,0.18,0.11,0.59,0.13,0.1,0.03,0.04
MS2_syn,770,0.9,0.43,0.86,0.99,0.97,0.9,0.18,0.09,0.17,0.2,0.19,0.18,0.11,0.59,0.13,0.1,0.03,0.04
SMM_syn,770,0.99,0.43,0.95,1.0,0.95,0.99,0.19,0.08,0.18,0.19,0.18,0.19,0.11,0.59,0.13,0.1,0.03,0.04
HDy_syn,770,0.88,0.41,0.8,1.0,0.99,0.93,0.18,0.08,0.16,0.2,0.2,0.19,0.11,0.59,0.13,0.1,0.03,0.04
DyS_cdt,770,0.9,0.42,0.89,1.0,0.93,0.94,0.18,0.08,0.18,0.2,0.18,0.19,0.11,0.59,0.13,0.1,0.03,0.04
ACC_cdt,770,0.08,0.5,0.03,0.0,0.0,0.91,0.05,0.33,0.02,0.0,0.0,0.6,0.11,0.59,0.13,0.1,0.03,0.04
PACC_cdt,770,0.91,0.39,0.89,1.0,0.84,0.9,0.18,0.08,0.18,0.2,0.17,0.18,0.11,0.59,0.13,0.1,0.03,0.04
X_cdt,770,0.09,0.52,0.08,0.0,0.0,0.73,0.06,0.37,0.05,0.0,0.0,0.52,0.11,0.59,0.13,0.1,0.03,0.04
MAX_cdt,770,0.09,0.52,0.07,0.0,0.0,0.73,0.07,0.37,0.05,0.0,0.0,0.52,0.11,0.59,0.13,0.1,0.03,0.04
T50_cdt,770,0.0,0.53,0.0,0.0,0.0,0.98,0.0,0.35,0.0,0.0,0.0,0.65,0.11,0.59,0.13,0.1,0.03,0.04
MS_cdt,770,0.08,0.51,0.03,0.0,0.0,0.9,0.05,0.34,0.02,0.0,0.0,0.6,0.11,0.59,0.13,0.1,0.03,0.04
MS2_cdt,770,0.08,0.51,0.03,0.0,0.0,0.9,0.05,0.34,0.02,0.0,0.0,0.6,0.11,0.59,0.13,0.1,0.03,0.04
SMM_cdt,770,0.91,0.39,0.89,1.0,0.84,0.99,0.18,0.08,0.18,0.2,0.17,0.2,0.11,0.59,0.13,0.1,0.03,0.04
HDy_cdt,770,0.9,0.45,0.93,1.0,0.96,0.93,0.17,0.09,0.18,0.19,0.19,0.18,0.11,0.59,0.13,0.1,0.03,0.04
CC2,770,0.1,0.56,0.16,0.04,0.04,0.1,0.1,0.56,0.16,0.04,0.04,0.1,0.11,0.59,0.13,0.1,0.03,0.04
PWK,770,0.11,0.57,0.11,0.12,0.05,0.04,0.11,0.57,0.11,0.12,0.05,0.04,0.11,0.59,0.13,0.1,0.03,0.04
HDx,770,0.12,0.62,0.08,0.0,0.52,0.39,0.12,0.62,0.08,0.0,0.52,0.39,0.11,0.59,0.13,0.1,0.03,0.04
GAC,770,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
GPAC,770,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.11,0.59,0.13,0.1,0.03,0.04
FM,770,0.49,0.51,0.0,0.0,0.0,0.0,0.49,0.51,0.0,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
EMQ,770,0.1,0.58,0.12,0.09,0.03,0.07,0.1,0.58,0.12,0.09,0.03,0.07,0.11,0.59,0.13,0.1,0.03,0.04
KDEyHD,770,0.29,0.15,0.0,0.0,0.56,0.0,0.29,0.15,0.0,0.0,0.56,0.0,0.11,0.59,0.13,0.1,0.03,0.04
KDEyCS,770,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
KDEyML,770,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
CC,771,0.88,0.45,0.88,1.0,0.99,0.95,0.17,0.09,0.17,0.19,0.19,0.18,0.11,0.59,0.13,0.1,0.03,0.04
PCC,771,0.88,0.45,0.88,0.96,0.9,0.93,0.18,0.09,0.18,0.19,0.18,0.19,0.11,0.59,0.13,0.1,0.03,0.04
ACC,771,0.1,0.5,0.01,0.0,0.0,0.0,0.16,0.83,0.02,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
PACC,771,0.89,0.39,0.9,1.0,0.92,1.0,0.17,0.08,0.18,0.2,0.18,0.2,0.11,0.59,0.13,0.1,0.03,0.04
T50,771,0.0,0.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
MAX,771,0.09,0.51,0.07,0.0,0.0,0.0,0.14,0.75,0.11,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
MS,771,0.09,0.5,0.01,0.0,0.0,0.0,0.14,0.84,0.02,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
MS2,771,0.09,0.5,0.01,0.0,0.0,0.0,0.14,0.84,0.02,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
X,771,0.09,0.51,0.07,0.0,0.0,0.0,0.13,0.77,0.1,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
SMM,771,0.89,0.39,0.9,1.0,0.92,1.0,0.17,0.08,0.18,0.2,0.18,0.2,0.11,0.59,0.13,0.1,0.03,0.04
DyS,771,0.89,0.4,0.89,1.0,0.98,1.0,0.17,0.08,0.17,0.19,0.19,0.19,0.11,0.59,0.13,0.1,0.03,0.04
DySyn,771,0.87,0.43,0.85,1.0,1.0,0.98,0.17,0.08,0.17,0.19,0.19,0.19,0.11,0.59,0.13,0.1,0.03,0.04
HDy,771,0.9,0.43,0.92,1.0,0.98,1.0,0.17,0.08,0.18,0.19,0.19,0.19,0.11,0.59,0.13,0.1,0.03,0.04
ACC_syn,771,0.88,0.45,0.88,1.0,0.99,0.95,0.17,0.09,0.17,0.19,0.19,0.18,0.11,0.59,0.13,0.1,0.03,0.04
PACC_syn,771,0.88,0.45,0.88,0.96,0.9,0.93,0.18,0.09,0.18,0.19,0.18,0.19,0.11,0.59,0.13,0.1,0.03,0.04
X_syn,771,0.79,0.39,0.77,0.64,0.16,0.68,0.23,0.11,0.22,0.19,0.05,0.2,0.11,0.59,0.13,0.1,0.03,0.04
MAX_syn,771,0.79,0.39,0.77,0.64,0.16,0.68,0.23,0.11,0.22,0.19,0.05,0.2,0.11,0.59,0.13,0.1,0.03,0.04
T50_syn,771,0.83,0.0,0.86,1.0,1.0,1.0,0.18,0.0,0.18,0.21,0.21,0.21,0.11,0.59,0.13,0.1,0.03,0.04
MS_syn,771,0.88,0.43,0.88,1.0,0.99,0.95,0.17,0.08,0.17,0.2,0.19,0.19,0.11,0.59,0.13,0.1,0.03,0.04
MS2_syn,771,0.88,0.44,0.88,1.0,0.99,0.95,0.17,0.09,0.17,0.19,0.19,0.18,0.11,0.59,0.13,0.1,0.03,0.04
SMM_syn,771,0.96,0.43,0.96,1.0,0.99,1.0,0.18,0.08,0.18,0.19,0.19,0.19,0.11,0.59,0.13,0.1,0.03,0.04
HDy_syn,771,0.89,0.44,0.82,1.0,1.0,0.98,0.17,0.09,0.16,0.19,0.19,0.19,0.11,0.59,0.13,0.1,0.03,0.04
DyS_cdt,771,0.89,0.4,0.89,1.0,0.98,1.0,0.17,0.08,0.17,0.19,0.19,0.19,0.11,0.59,0.13,0.1,0.03,0.04
ACC_cdt,771,0.1,0.5,0.01,0.0,0.0,0.0,0.16,0.83,0.02,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
PACC_cdt,771,0.89,0.39,0.9,1.0,0.92,1.0,0.17,0.08,0.18,0.2,0.18,0.2,0.11,0.59,0.13,0.1,0.03,0.04
X_cdt,771,0.09,0.51,0.07,0.0,0.0,0.0,0.13,0.77,0.1,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
MAX_cdt,771,0.09,0.51,0.07,0.0,0.0,0.0,0.14,0.75,0.11,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
T50_cdt,771,0.0,0.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
MS_cdt,771,0.09,0.5,0.01,0.0,0.0,0.0,0.14,0.84,0.02,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
MS2_cdt,771,0.09,0.5,0.01,0.0,0.0,0.0,0.14,0.84,0.02,0.0,0.0,0.0,0.11,0.59,0.13,0.1,0.03,0.04
